image_path,season,pond
datasets/train_on_2025_all\images\frame_00068_jpg.rf.b13f1309326e3be0896e5eae8c19cd0e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00068_jpg.rf.da2b8315c66f71f8c1b62d65d0195648.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00069_jpg.rf.02f0cb1ba38f161301b829aa996b503a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00069_jpg.rf.0a7d2fbc344024e4606e97753fe21264.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00069_jpg.rf.25903dade13f6786a961b879e9e00099.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00069_jpg.rf.6dcacf50b049b0c3eab8e1c6a11e718e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00069_jpg.rf.7a062688ebdb7aafae7c004d1d99b92f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00070_jpg.rf.bb375883367ae598d50f1b20c14b9a88.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00070_jpg.rf.ee3da37a8e0c69be24485bcbded502db.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00070_jpg.rf.fa964a70afd34f12943b6b50263bca5a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00071_jpg.rf.2dded6e34e5661348f17859b13f442e2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00071_jpg.rf.3608209924cc34eb455da72175ee77e9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00071_jpg.rf.532623f4be88164833252e27cd51f542.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00071_jpg.rf.6376ee5c1432adedcc40e6ce8a7a4a33.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00071_jpg.rf.65028887d12968f6347403f0e1e6fa50.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00071_jpg.rf.7b86287905d99386d4257967c0bef6ed.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00071_jpg.rf.e961f07c0a7dcfd1ce60cb5ce0a1b796.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00072_jpg.rf.3ca265c8a06a686862daffccdf96226a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00072_jpg.rf.4d492c356a33bb32bf2c0bfddbd0528f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00072_jpg.rf.731f89815be376955b67b85a6146cef5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00072_jpg.rf.cd24d2954405038196b19ec0db172ffc.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00072_jpg.rf.e1d3ee74d12a57ea4f3a616c6427caa5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00073_jpg.rf.218ae9bf196314413e299453cdf0637f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00073_jpg.rf.754db328bfcc85173dcd6c0fb8cf8852.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00073_jpg.rf.c5b4fb51469502f736911f1cd7943147.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00073_jpg.rf.e3ff1d189ef4ac38c79beab7b094a7e5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00074_jpg.rf.4ce32ce306595408f6fdbc89fe9044fd.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00074_jpg.rf.635441b8e7aa45244e58e4b08f205b69.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00074_jpg.rf.9bd49ef3be99ec48eca75c16affe2249.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00074_jpg.rf.b6f97053362a7fbcaaafae39845330b8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00074_jpg.rf.e520cb7c9c1311b963ddb2d22aba0dfb.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00075_jpg.rf.02ab0eb93e3fc69167f5b1cdb25f6cf5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00075_jpg.rf.1a14a88a7a4019bba543fc311a038dad.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00075_jpg.rf.1a4818da34cacee1cfa1fb3faabfebcd.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00075_jpg.rf.399bf6b407d4115bfb4e938350668ffd.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00075_jpg.rf.3c50abbcc4e67c39c751ada87085a996.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00075_jpg.rf.7a94bb12511c49e1feb94ef761442de7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00075_jpg.rf.a62d166cf4e2df0444f73c8a8a6c32c0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00075_jpg.rf.b107b6ee16660b3db586b8f6ebd09bc2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00075_jpg.rf.fd35b395368da65490deb8833e478cdc.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00076_jpg.rf.1b801b6f6969c18329be1e860f31f41e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00076_jpg.rf.3cb5f9fc2c76cbb07f9f51267885cdf2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00076_jpg.rf.7813f297550ab15069511cb7092bca13.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00076_jpg.rf.8150792c48a14f4a6093f6e78fbb90bd.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00076_jpg.rf.95825532c82d6ce147d3cc0556dd676e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00076_jpg.rf.f0ee4ffc4ccccdf814cbded0c9ce0196.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00076_jpg.rf.fd8678a9ae684e8234dcb6c0e937b2c5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00077_jpg.rf.0094f8567360cde1c057e00ef39b4228.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00077_jpg.rf.a3e28547f8d9e75b02574f44c458ecc0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00078_jpg.rf.194dbdba4074b472aa06c9535550ce02.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00078_jpg.rf.32249801d882be3b4913c1d8c9e83d14.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00078_jpg.rf.68b4a8257b3c9e198d44326642bab411.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00078_jpg.rf.941d283f666ad7a9d4b3bf846f1e2d56.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00078_jpg.rf.a14a477a07cfdb173ec6ff3ff39d3426.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00078_jpg.rf.c039e7d4785136ca146de790c98ecef7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00079_jpg.rf.443812f2743be40c22174526960aba3d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00079_jpg.rf.54b654e778965e02194d03486e83d614.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00079_jpg.rf.728a0a9479baaa9797f8133e7d915e4f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00079_jpg.rf.e638378c2be889e46da35047eedd3201.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00080_jpg.rf.0960e23db69030b862466ee7b9e76999.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00080_jpg.rf.4db069dc879101cec5e3458542ce7731.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00080_jpg.rf.a12f9a2b4fe95ededf300c9cef073a97.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00080_jpg.rf.d994bc3916346c0fc8ce476054ca6e78.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00081_jpg.rf.36d9975adcb80718e876e94c0452b520.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00081_jpg.rf.5752f413ac050961397cce5ba1e6b14b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00081_jpg.rf.88ce8e48fff75b03c58083696451802e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00081_jpg.rf.b00049b30bec89db2977c5dec5d074c4.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00081_jpg.rf.cbf19d311c48376276029bf7b8009858.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00082_jpg.rf.66e9da3aa73f4ae8514c6a7a5f9f051a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00082_jpg.rf.6ecb07a4b683cbca8b782c348f0279d1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00082_jpg.rf.709df099765c3541c1032c46ab487b09.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00082_jpg.rf.90cd22253090ef1fbd19d80574dc131a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00082_jpg.rf.b06217ea09d421999acb6746db3ccad1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00082_jpg.rf.ba4d50cea9833b778e6abe10382c0254.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00082_jpg.rf.c9f07f29ba97dc2a12945eeb9f684914.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00083_jpg.rf.049f7ea9ad42d3e8413f59247b6a322d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00083_jpg.rf.177135d23af9ed1b0dd194b4cebfea02.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00083_jpg.rf.6d8c387a1d99ff8435a7afcf7c0e790f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00083_jpg.rf.9607906f487bb5d7bbee5ae8d622b187.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00083_jpg.rf.fd9106caad80a1970676db79de8abb5f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00084_jpg.rf.86731da5195f165e41d1b5b1245dd00c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00084_jpg.rf.b03fdbbeed3d555106412116f4ba62c5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00084_jpg.rf.be4e6188b6ef0533fd828220a9daf91d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00085_jpg.rf.04ec43de67b7ccce1d05f9376b6dfec4.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00085_jpg.rf.0e9a1203946c87724bb6aac2fd156fdd.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00085_jpg.rf.6cbf5cf3e20e7c34b749020a3e1b984d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00085_jpg.rf.844b01290ed551f9b286411da7f4c8fc.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00085_jpg.rf.ded2d2a400010488d355d72962ea04c9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00085_jpg.rf.ecce20b9f85124d9b51b20733f86ee05.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00085_jpg.rf.f2f0bb961fb7a62c4d472356c8f06666.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00085_jpg.rf.fa2421e69682de63bcb464de02e68eaf.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00085_jpg.rf.fdfe7390b29d43d0f420d8f63776a570.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00086_jpg.rf.ae5b5728d114c52b70d77dbfb85f07b4.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00087_jpg.rf.0defcf7f8e9bca37291d6b0a8683a7b1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00087_jpg.rf.6a67fb71c65caa779c3c9f99d5bfa803.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00087_jpg.rf.952aefbd5877e10931c6a1b95cb44103.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00087_jpg.rf.b7475a9039b5c11a3b48b8f848026b33.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00087_jpg.rf.ea9df635dd1c909ed538be153db5548f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00088_jpg.rf.2c544c2ec52a3ef747e6485a7575c313.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00088_jpg.rf.887f60abf987023f3313d57adf26e9e0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00088_jpg.rf.91e8a70545c1721b815477917db02a4f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00088_jpg.rf.9d925ed0828f2d28c440c1f70764ee62.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00088_jpg.rf.ebecc63fddba84b66d9fb72b958e09e4.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00089_jpg.rf.47f21dfe9c678478e779fae78a20c7aa.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00089_jpg.rf.7474ace6da236cc78b6bd6516df5abb5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00089_jpg.rf.a4c637e0cb439e74ec226424f9a2e2ba.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00090_jpg.rf.2e9bd3cf5ffe63d39a534acebd42c7ec.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00090_jpg.rf.30f33aec70cbb56931a078cd73039d67.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00090_jpg.rf.7ea47bf9a6bc888c967cf51784b61d75.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00090_jpg.rf.f9e089d1ed97088bd634444b6e2a8fae.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00091_jpg.rf.2324858d4d78912b41ff0c9185569bf3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00091_jpg.rf.aebe15e8d901546151e924e367e5c36b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00091_jpg.rf.dcd8041c004425b36e0b5c671ee57609.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00092_jpg.rf.31c834486d2db4945cc8c40280c4135a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00092_jpg.rf.50af9ccb7b23d7c46f51719eecb59d92.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00092_jpg.rf.5a2ce7fd47018b934894efac416a8425.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00093_jpg.rf.5f7bd94e923560a3fca2e892c7921fc7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00093_jpg.rf.7a49d46dc68fb93f5e9a3aaf771c702d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00093_jpg.rf.9f4ffe2fd18580197a7bed003d4756c7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00093_jpg.rf.b5ac52c15d5ce6945c88cc4018240bcf.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00093_jpg.rf.ef88df0205a9e04078fbea973180aabb.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00094_jpg.rf.007bcd002caf661d456b7a45e0c1b308.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00094_jpg.rf.23682a37c4862681c825fba8ba3b59bc.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00094_jpg.rf.8debf0d6c0ccea18413edfc566bd0438.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00094_jpg.rf.c67ff41fc16379591f8704b9954e234e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00094_jpg.rf.d9c61fe7d3709eadcab8c1c549f4f978.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00094_jpg.rf.f7e73ba53b2612f8b092654d792a13d5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00095_jpg.rf.0254d627a599fe2f81be69842fc8dc6d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00095_jpg.rf.05b13dc43bc396f17c2980411c919ecb.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00095_jpg.rf.6715de46c6e4842046de99a1d999b9f2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00095_jpg.rf.68ff302bad5e317275ae80601388c8a7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00095_jpg.rf.a28e8f2e08382d511ce94047cb89c7ce.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00096_jpg.rf.96b29308cf15a821bc3df26f8436e966.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00096_jpg.rf.af0256ac1c6a390d00af0dd386039b15.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00096_jpg.rf.e538ab7f15211b59a67584363b50e54e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00097_jpg.rf.016efc57307cad84a5680d4e27eb89e4.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00097_jpg.rf.143be334c2f7748de71136e49dcbaa33.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00097_jpg.rf.5b0ff2dcc4567f288c33f67277106824.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00097_jpg.rf.876cea64d3fe6ba66a95ed1d3fd15f97.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00097_jpg.rf.a404655f7d252186c4f5aee3be75034e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00097_jpg.rf.ca748125b041e9cded5d3b32ca1ddb0b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00098_jpg.rf.612a3e44d02f79a8a0760687f96268bf.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00098_jpg.rf.7618b7522124422762858e43b5024171.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00098_jpg.rf.a57f1d33ba6920fa7e174e3a1c1b2985.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00098_jpg.rf.ddb4874e1fb31104eab5a006623ff744.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00098_jpg.rf.e6cc1c730c742d9f46408d3a1b080450.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00099_jpg.rf.75ed22a1a22b1792bf842fda7d4ba948.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00099_jpg.rf.8a52471f628284602b00a531a9649369.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00099_jpg.rf.90d8f23910b11d6b27e6c9fc9f07baf9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00099_jpg.rf.bd628caca8dedcf369c3695a5837bf7f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00099_jpg.rf.caabebfaa562d5d7d4a2dcbbdbe9970a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00099_jpg.rf.e46b35da7299b159c1b5ddb7a6e85744.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00099_jpg.rf.e7db7dcfe32749a8245a9296982dcb4d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00100_jpg.rf.38d043a8f9673a97289261a97aaf0021.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00100_jpg.rf.6b775965dd421fbaf42080a905f4cb38.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00100_jpg.rf.8b0feb6cc9b36085d4e59dca973a063f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00100_jpg.rf.976539325b2224a2b7735c48903e3960.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00100_jpg.rf.efe6ba2efd42c2dbfc043d48dd74ba58.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00101_jpg.rf.466c9498ada59b5d9fb9124d9d141b59.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00101_jpg.rf.5cb35f2e41ba7cc4999534cc1ff2e64d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00101_jpg.rf.7b375c7e938c979cf83a257be2318498.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00101_jpg.rf.c102f58e02524e64546eb5be7db50f9e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00101_jpg.rf.cd5824ed059a2445db85eb7962001c27.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00102_jpg.rf.02cb9814887c6708aff5be8b9e390b31.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00102_jpg.rf.31c27773730eadd8dac837807eb65283.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00102_jpg.rf.5412d4c86b50f5871d506e1337754386.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00102_jpg.rf.78f088c602119c1e41d78095bf96c973.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00102_jpg.rf.79a07a53c245b4af1a180965d8b669fe.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00102_jpg.rf.b4b0d3c3cfd74f4d89150d2ce9d40ff8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00103_jpg.rf.5345e1ebd932c457b969e8574365a3be.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00103_jpg.rf.b97b13115302354f811219096c9b9ebb.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00103_jpg.rf.cd17b01b2679fbdddc5bece7681ed711.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00103_jpg.rf.edc8e67bda955f7a9c3c63cde8873bf1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00103_jpg.rf.f4f86cdce7e6004671274b07ff67598f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00104_jpg.rf.1593257adfa87dd48549a0b5f3afe258.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00104_jpg.rf.c555d13216f6888f3c17b3e94a60d939.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00104_jpg.rf.e01c86617d97d13184c8209331672844.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00105_jpg.rf.21d28dd99b370eaf6209eb167614ab26.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00105_jpg.rf.4e8a9c70c261a3c83d2c75a8f124d994.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00105_jpg.rf.7d9d7761799cbb9637a611f62384e17f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00105_jpg.rf.a8d4b1dce9041699a28aecf5868f5f50.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00105_jpg.rf.e6821fad66f51d2688d20d4e6091e6b0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00105_jpg.rf.f712c37484c4564510b0a279da838f40.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00106_jpg.rf.9eb6475d4a52ca388db65a2a1db1659a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00106_jpg.rf.b6ad95e6ae0b27c53c9074e4586c9fb3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00106_jpg.rf.e95b206ce2e8c6a0ab5acdd3a73f8eb5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00107_jpg.rf.3f579cbbd0cbe112e23b3da1ef8b22fe.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00107_jpg.rf.5ff8cec398ad8bb8a121691fc3d91491.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00107_jpg.rf.6bfd86ab27525baf10a6d6b7eb549c2f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00107_jpg.rf.a36623f85ff058b13e804b7b3ccc03f0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00107_jpg.rf.e772a62db23b6bb70035e791b7c9d953.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00108_jpg.rf.295016a819fae9d9a701eab98651587e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00108_jpg.rf.636fa357314c676702ea76df28ba6d50.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00109_jpg.rf.2616555ce1f93e8d5963cbfc407264b2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00109_jpg.rf.629f5363c3a01cda593633fd7bde7586.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00109_jpg.rf.a95b5d0fedaf5795d70e2943918ff3f9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00109_jpg.rf.ab809a5bfd374d01ed63e215a16bbac8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00109_jpg.rf.bcc7a6eb2379383024eb52253ab22e5b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00109_jpg.rf.cc864daacc2935b237f8485c15226d8c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00109_jpg.rf.cf98ba0226b2b7cc42cdc752fd574f5a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00109_jpg.rf.df28320d5515d48965fb471d359aa914.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00109_jpg.rf.eab00da93022e923f2ed295ceb4351b5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00110_jpg.rf.5f43c88ab3e12becc187577e72c56d42.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00110_jpg.rf.99016d837cca7a457129e051510c08c9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00110_jpg.rf.d53bfc94f20ed3f4043023777bb77a7e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00110_jpg.rf.db44e7e64a42df7fa68ba3dac04a10f1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00110_jpg.rf.df2bdf0f24daae79602d7712bc686056.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00110_jpg.rf.e16d30e2db9ee0997926eeea2c620d03.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00111_jpg.rf.2a1796c2dd010a8cccc02a015c649fb2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00111_jpg.rf.802f1272aae167f610f57de1efa88bfa.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00111_jpg.rf.c2aecab6cda3ed5c90407a33ef59bfee.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00111_jpg.rf.cc1aec1f361f0e64c5690bb78b222bcf.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00111_jpg.rf.f5507508349988f0f4b1e969b9416ea4.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00112_jpg.rf.06dcb17cb5a78973490bad65d47f0c29.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00112_jpg.rf.19407285bd86d4c2d4094014e17c8cc9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00112_jpg.rf.2a53f5731d83572a05379a2b9c173e79.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00112_jpg.rf.c1bce34a55a1d8bf0280c006ba7df21e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00112_jpg.rf.cb21932a734bc66a23f757a80e283228.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00113_jpg.rf.0b67f53f8ce0619965a8ff6eff6bb093.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00113_jpg.rf.894a00bfb54ab28be6c56321004b8dad.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00114_jpg.rf.6a35770513f59880af8faafc052c840c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00114_jpg.rf.7808455ae1f37d9abe1e07e8a78fd4ba.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00114_jpg.rf.f7dc014a4c030d536ec8430ad5c0908c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00115_jpg.rf.539c6d1421557a07a09d1a4313123902.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00115_jpg.rf.bdd0cb0709be506b0d205ca82d9f9f48.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00115_jpg.rf.be4b4fa2ca9c26045f79efa5bf130d0c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00115_jpg.rf.e49eec444cc3bf75fa3a16b1d3d910f2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00116_jpg.rf.18a4e2724349e11594f3182eb93fb0a9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00116_jpg.rf.73f5aea5412dd082e45ae63003202643.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00116_jpg.rf.a2e48d3137969be32af15ae91eac0b8f.jpg,2025,mixed
